Período;Região;Instituição;Localização Geográfica;Médicos S/ Internos;Médicos Internos;Enfermeiros;Técnicos Superiores de Saúde;Farmacêuticos;Técnicos de Diagnóstico e Terapêutica;Assistentes Técnicos;Assistentes Operacionais;Técnicos Superiores;Informáticos;Outros;Total Geral
2016-10;Serviços Centrais;Secretaria Geral do Ministério da Saúde;38.7362218,-9.1463126;0;0;0;0;;0;14;15;;;29;58
2016-10;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;198;59;665;28;;115;182;393;;;57;1697
2016-10;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;164;62;538;33;;121;244;391;;;77;1630
2017-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;225;134;804;24;;118;165;513;;;50;2033
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;837;610;1890;75;;497;624;1475;;;263;6271
2017-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;154;69;730;25;;144;172;521;;;77;1892
2017-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;53;46;161;47;;26;51;133;;;37;554
2017-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;436;275;1526;21;;282;497;1030;;;190;4257
2017-10;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;516;335;1103;31;;181;278;791;;;96;3331
2017-10;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;36;20;135;12;;9;28;125;;;25;390
2017-10;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;41.1764649,-8.6649823;0;0;0;0;;0;18;3;;;58;79
2017-10;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;0;0;0;0;;0;59;9;;;212;280
2017-10;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;200;66;707;26;;125;218;510;;;70;1922
2017-10;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;198;109;643;21;;128;272;412;;;78;1861
2015-10;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;161;95;550;12;;141;170;387;;;54;1570
2015-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;117;55;407;5;;93;166;301;;;84;1228
2015-10;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;148;86;489;15;;112;190;343;;;46;1429
2015-10;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;224;123;568;18;;114;156;544;;;49;1796
2015-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;78;25;211;5;;31;70;146;;;37;603
2015-10;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;250;150;848;27;;161;221;614;;;67;2338
2015-10;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;9;8;56;1;;18;18;31;;;10;151
2015-10;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;344;227;873;31;;194;283;654;;;85;2691
2015-10;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;131;38;249;28;;88;126;249;;;38;947
2015-10;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;227;88;509;22;;171;226;394;;;142;1779
2015-10;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;0;0;0;0;;0;80;8;;;169;257
2015-10;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;150;54;533;6;;112;248;371;;;75;1549
2017-11;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;187;93;624;11;;154;165;433;;;59;1726
2017-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;116;72;390;5;;92;162;290;;;85;1212
2017-11;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;885;523;2151;34;;337;397;1129;;;222;5678
2017-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;318;200;865;22;;158;224;509;;;47;2343
2017-11;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;253;161;626;11;;97;124;296;;;45;1613
2017-11;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;158;54;470;16;;72;172;271;;;49;1262
2016-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;685;372;1338;64;;295;419;925;;;129;4227
2016-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;991;624;2716;120;;474;704;1607;;;207;7443
2016-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;437;213;1532;21;;282;496;1026;;;192;4199
2016-11;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827,-9.1663422;7;0;2;90;;105;87;61;;;129;481
2016-11;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;91;45;348;8;;74;150;199;;;41;956
2015-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;203;118;701;20;;113;155;492;;;48;1850
2015-11;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;830;528;2033;36;;323;398;1140;;;205;5493
2015-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;227;108;687;9;;155;221;621;;;70;2098
2015-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;805;576;1808;79;;485;649;1466;;;243;6111
2015-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;53;44;150;49;;26;56;149;;;35;562
2015-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;298;170;821;22;;156;224;519;;;46;2256
2015-11;Serviços Centrais;Direção-Geral da Saúde;38.7364065,-9.1379161;17;1;11;3;;2;33;13;;;57;137
2015-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;77;44;189;5;;48;60;122;;;26;571
2015-11;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;13;0;48;0;;11;17;31;;;6;126
2015-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;347;223;885;31;;193;283;658;;;86;2706
2015-11;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;28;7;22;1;;10;20;15;;;12;115
2015-11;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;375;157;826;35;;106;346;463;;;76;2384
2015-11;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;161;65;527;33;;122;246;392;;;77;1623
2015-11;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;149;53;538;6;;112;247;375;;;73;1553
2016-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;525;335;1310;29;;305;385;865;;;119;3873
2016-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;163;47;356;13;;78;109;259;;;33;1058
2016-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;138;59;699;25;;141;173;515;;;75;1825
2016-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;319;178;842;23;;160;228;510;;;49;2309
2016-12;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;37;17;132;12;;9;29;123;;;26;385
2016-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;85;40;205;5;;51;61;123;;;28;598
2016-12;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758,-9.1505021;30;0;68;21;;115;87;88;;;54;463
2016-12;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;138;38;265;28;;95;125;255;;;42;986
2016-12;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;275;83;697;70;;181;197;500;;;90;2093
2016-12;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;391;159;885;35;;104;348;466;;;83;2471
2017-12;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;38.7582532,-9.1502867;0;0;0;9;;2;76;6;;;266;359
2017-12;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;158;98;562;15;;112;187;310;;;43;1485
2017-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;157;67;731;25;;144;172;513;;;77;1886
2017-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;247;129;619;10;;111;222;466;;;71;1875
2017-12;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;517;333;1111;31;;180;276;791;;;91;3330
2017-12;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;177;99;595;11;;108;135;439;;;42;1606
2017-12;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;12;0;49;0;;11;17;28;;;7;124
2017-12;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;384;189;954;11;;193;224;595;;;104;2654
2017-12;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;255;95;539;21;;183;225;397;;;146;1861
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;156;56;559;32;;126;246;395;;;79;1649
2014-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;208;112;613;21;;89;139;302;;;38;1522
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;804;565;1783;82;;491;659;1426;;;246;6056
2014-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;291;167;786;20;;149;224;488;;;45;2170
2014-12;Serviços Centrais;Direção-Geral da Saúde;38.7364065,-9.1379161;17;1;9;3;;2;33;13;;;59;137
2014-12;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;13;0;49;0;;11;17;32;;;6;128
2014-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;327;217;800;31;;172;276;624;;;84;2531
2014-12;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;44;32;169;5;;19;41;134;;;21;465
2014-12;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;123;35;242;28;;85;122;238;;;38;911
2014-12;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;0;0;0;0;;0;91;9;;;164;264
2014-12;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;38.7653399,-9.1611815;1;0;0;3;;0;42;3;;;121;170
2014-12;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;187;74;611;28;;104;188;403;;;45;1640
2015-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;202;116;730;20;;112;154;510;;;48;1892
2015-12;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;146;84;489;15;;115;193;339;;;45;1426
2015-12;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;9;8;56;1;;18;18;31;;;10;151
2015-12;Serviços Centrais;Direção-Geral da Saúde;38.7364065,-9.1379161;17;1;11;3;;3;33;13;;;57;138
2015-12;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;237;138;552;11;;95;123;289;;;46;1491
2015-12;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;330;206;877;11;;179;224;566;;;98;2491
2015-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;346;223;917;31;;190;283;671;;;86;2747
2015-12;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;38.7313954,-9.1447467;6;0;122;1;;0;287;9;;;831;1256
2015-12;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;132;37;247;28;;92;126;249;;;38;949
2015-12;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;265;83;682;66;;161;194;497;;;82;2030
2017-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1037;654;2521;64;;647;724;1804;;;219;7670
2017-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;165;58;352;12;;78;109;255;;;33;1062
2017-02;Serviços Centrais;Direção-Geral da Saúde;38.7364065,-9.1379161;17;0;9;3;;3;31;13;;;60;136
2017-02;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;372;215;924;11;;198;228;609;;;109;2666
2017-02;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;34;9;24;1;;10;17;16;;;11;122
2017-02;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;400;240;799;9;;130;285;387;;;94;2344
2016-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;149;61;352;13;;76;109;257;;;33;1050
2016-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;657;440;1345;64;;283;422;940;;;126;4277
2016-02;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;249;183;860;27;;159;222;619;;;70;2389
2016-02;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;466;344;999;32;;165;275;755;;;90;3126
2016-02;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;29;8;22;1;;10;19;15;;;12;116
2016-02;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;38.7313954,-9.1447467;5;0;120;0;;0;280;9;;;909;1323
2016-02;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;132;45;250;28;;92;127;252;;;38;964
2016-02;Serviços Centrais;Secretaria Geral do Ministério da Saúde;38.7362218,-9.1463126;0;0;0;0;;0;14;14;;;30;58
2016-02;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;0;0;0;0;;0;82;9;;;187;278
2016-02;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;193;71;636;28;;111;182;395;;;54;1670
2016-02;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;164;77;531;33;;124;246;387;;;77;1639
2016-02;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;202;105;610;23;;128;275;423;;;80;1846
2015-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;104;64;397;5;;86;169;297;;;85;1207
2015-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;498;372;1191;31;;291;397;831;;;114;3725
2015-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;215;115;679;9;;145;208;597;;;70;2038
2015-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;207;121;632;21;;91;139;348;;;39;1598
2015-02;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;132;100;493;13;;111;186;356;;;46;1437
2015-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;933;730;2607;119;;467;703;1563;;;197;7319
2015-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;46;49;160;51;;27;57;157;;;34;581
2015-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;5;0;36;2;;8;21;22;;;8;102
2015-02;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;30;28;123;12;;10;32;113;;;24;372
2015-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;325;255;840;31;;173;277;635;;;85;2621
2015-02;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;361;230;778;8;;122;277;377;;;85;2238
2015-02;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;365;176;804;36;;105;346;476;;;73;2381
2015-02;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;192;104;576;26;;106;278;402;;;76;1760
2016-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;221;124;653;21;;103;138;361;;;42;1663
2016-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;805;689;1873;79;;495;648;1507;;;257;6353
2016-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;135;72;684;26;;140;172;509;;;71;1809
2016-03;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;461;344;999;32;;165;275;753;;;89;3118
2016-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;9;10;53;1;;18;18;31;;;11;151
2016-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;351;264;933;35;;198;286;677;;;89;2833
2016-03;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;387;242;788;9;;127;286;387;;;91;2317
2016-03;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;201;104;620;24;;129;276;423;;;79;1856
2017-03;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;38.7582532,-9.1502867;0;0;0;8;;2;78;6;;;257;351
2017-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1041;647;2515;64;;645;726;1800;;;218;7656
2017-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;692;418;1408;64;;291;420;918;;;131;4342
2017-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;241;159;588;10;;111;226;456;;;69;1860
2017-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;318;215;861;23;;162;228;516;;;49;2372
2017-03;Serviços Centrais;Direção-Geral da Saúde;38.7364065,-9.1379161;17;0;13;3;;3;31;13;;;60;140
2017-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;177;122;601;12;;109;136;447;;;44;1648
2017-03;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;14;0;49;0;;11;17;29;;;6;126
2017-03;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;58;43;176;5;;27;49;136;;;20;514
2017-03;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;38.7313954,-9.1447467;6;0;128;0;;0;83;9;;;1046;1272
2017-03;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;140;44;264;27;;96;124;256;;;42;993
2017-03;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;243;107;530;22;;185;228;406;;;144;1865
2017-03;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;0;0;0;0;;0;68;13;;;212;293
2017-03;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;156;61;463;16;;72;174;283;;;47;1272
